t_trade_epoch,current_close,next_close,predicted_close,actual_change,predicted_change,same_direction,predicted_percentage_change,action_recommendation,portfolio_value,action_taken,portfolio_return
1668488700,396.2880932259949,395.9098512562216,396.16252512892237,-0.37824196977328484,-0.1255680970725166,True,-0.03168606355298889,HOLD,10000.0,HOLD,0.0
1668489000,396.2084633376216,396.2880932259949,396.51748267451086,0.07962988837329021,0.3090193368892642,True,0.07799412821374771,HOLD,10000.0,HOLD,0.0
1668489300,396.556844099255,396.2084633376216,396.333883068385,-0.3483807616333934,-0.2229610308700103,True,-0.056224229688040625,HOLD,10000.0,HOLD,0.0
1668489600,396.3577693783216,396.556844099255,396.1530573376297,0.19907472093336764,-0.20471204069190208,False,-0.05164829770159126,HOLD,10000.0,HOLD,0.0
1668489900,396.15869465738825,396.3577693783216,396.1981870740724,0.19907472093336764,0.03949241668414061,True,0.009968837543322132,HOLD,10000.0,HOLD,0.0
1668490200,396.0093886166883,396.15869465738825,396.0647150945937,0.1493060406999689,0.05532647790539613,True,0.013971001571113915,HOLD,10000.0,HOLD,0.0
1668490500,395.9994348806416,396.0093886166883,396.2086756240587,0.009953736046668382,0.20924074341706955,True,0.05283864697436674,HOLD,10000.0,HOLD,0.0
1668490800,396.0492035608749,395.9994348806416,396.1611872997145,-0.04976868023328507,0.11198373883962631,False,0.028275208694470665,HOLD,10000.0,HOLD,0.0
1668491100,396.0492035608749,396.0492035608749,396.1266863840689,0.0,0.07748282319397504,False,0.01956393864634183,HOLD,10000.0,HOLD,0.0
1668491400,396.01934235273495,396.0492035608749,396.1777593057613,0.029861208139948303,0.15841695302634662,True,0.040002327180586154,HOLD,10000.0,HOLD,0.0
1668491700,396.0492035608749,396.01934235273495,396.2394628910267,-0.029861208139948303,0.19025933015177543,False,0.04803931643875445,HOLD,10000.0,HOLD,0.0
1668492000,396.1089259771549,396.0492035608749,396.46005309816013,-0.05972241628001029,0.35112712100522003,False,0.08864408196281617,HOLD,10000.0,HOLD,0.0
1668492300,396.3279081701816,396.1089259771549,396.5016988288134,-0.2189821930267044,0.17379065863178766,False,0.04385021974207344,HOLD,10000.0,HOLD,0.0
1668492600,396.3677231143683,396.3279081701816,396.2444497583353,-0.03981494418667353,-0.12327335603299616,True,-0.03110075539562205,HOLD,10000.0,HOLD,0.0
1668492900,396.1089259771549,396.3677231143683,396.1063119430228,0.25879713721337794,-0.0026140341321365668,False,-0.0006599281058077768,HOLD,10000.0,HOLD,0.0
1668493200,395.9695736725016,396.1089259771549,396.0076272120984,0.1393523046533005,0.038053539596774044,True,0.009610218089192721,HOLD,10000.0,HOLD,0.0
1668493500,395.87003631203487,395.9695736725016,396.19723558416547,0.09953736046674067,0.3271992721305992,True,0.08265320486966393,HOLD,10000.0,HOLD,0.0
1668493800,396.0591572969216,395.87003631203487,396.0778959091,-0.1891209848867561,0.018738612178367475,False,0.0047312659821470366,HOLD,10000.0,HOLD,0.0
1668494100,395.9397124643616,396.0591572969216,395.91835342752313,0.11944483256002059,-0.02135903683847573,False,-0.0053945174394190755,HOLD,10000.0,HOLD,0.0
1668494400,395.7804526876149,395.9397124643616,395.9376005099546,0.15925977674669411,0.15714782233970936,True,0.0397058069120317,HOLD,10000.0,HOLD,0.0
1668494700,395.8003601597082,395.7804526876149,396.1483048260284,-0.01990747209327992,0.3479446663201884,False,0.08790913332665748,HOLD,10000.0,HOLD,0.0
1668495000,396.0093886166883,395.8003601597082,396.0500882448853,-0.20902845698009287,0.04069962819698958,False,0.010277440224121609,HOLD,10000.0,HOLD,0.0
1668495300,395.9098512562216,396.0093886166883,396.34970561822405,0.09953736046668382,0.43985436200244976,True,0.11109962548463805,HOLD,10000.0,HOLD,0.0
1668495600,396.2084633376216,395.9098512562216,395.9821795490901,-0.2986120813999946,-0.22628378853147524,True,-0.05711230563458504,HOLD,10000.0,HOLD,0.0
1668495900,395.8401751038949,396.2084633376216,396.3913423038725,0.3682882337266733,0.5511671999775558,True,0.1392398333071909,HOLD,10000.0,HOLD,0.0
1668496200,396.24827828180827,395.8401751038949,396.3425076731263,-0.4081031779133468,0.09422939131803787,False,0.023780391356305844,HOLD,10000.0,HOLD,0.0
1668496500,396.198509601575,396.24827828180827,396.60202626496,0.04976868023328507,0.40351666338500536,True,0.10184709270885184,HOLD,10000.0,HOLD,0.0
1668496800,396.4573067387883,396.198509601575,396.98076578450565,-0.2587971372133211,0.5234590457173454,False,0.13203415268676938,HOLD,10000.0,HOLD,0.0
1668497100,396.8355487085617,396.4573067387883,397.219895179507,-0.3782419697733985,0.38434647094527463,False,0.09685283291682643,HOLD,10000.0,HOLD,0.0
1668497400,397.07443837368174,396.8355487085617,397.27960628580564,-0.23888966512004117,0.20516791212389762,False,0.05166988662483902,HOLD,10000.0,HOLD,0.0
1668497700,397.13416078996175,397.07443837368174,397.29923898048656,-0.05972241628001029,0.16507819052480954,False,0.04156736106419132,HOLD,10000.0,HOLD,0.0
1668498000,397.1540682620551,397.13416078996175,397.2987199283387,-0.019907472093336764,0.14465166628360748,False,0.03642205326426661,HOLD,10000.0,HOLD,0.0
1668498300,397.1540682620551,397.1540682620551,397.3692068826482,0.0,0.21513862059310895,False,0.05417006592291874,HOLD,10000.0,HOLD,0.0
