Symbol,Sequence,Price,ExchangeCode,Size,Tick,Change,DayVolume,DayTurnover,Direction,Time,RawFlags,IsETH,Scope,Date
AAPL,3309,163.31,P,100.0,1,-2.82,720627.0,118061008.0,0,2022-05-05 13:41:22.923,0,0,1,2022-05-05
AAPL,5525,163.32,D,500.0,2,-2.81,2536840.0,415349470.0,0,2022-05-05 13:41:23.492,0,0,1,2022-05-05
AAPL,97236,163.32,D,500.0,2,-2.69,7066415.0,1156604690.0,0,2022-05-05 13:41:23.492,0,0,0,2022-05-05
AAPL,6068,163.33,Q,100.0,1,-2.68,2143155.0,350720880.0,0,2022-05-05 13:41:23.062,0,0,1,2022-05-05
AAPL,5530,163.32,D,500.0,2,-2.81,2538294.0,415586950.0,0,2022-05-05 13:41:24.048,0,0,1,2022-05-05
AAPL,97323,163.31,U,100.0,2,-2.7,7071640.0,1157458040.0,0,2022-05-05 13:41:24.076,0,0,0,2022-05-05
AAPL,1246,163.32,J,200.0,1,-2.82,168298.0,27513953.0,0,2022-05-05 13:41:24.048,0,0,1,2022-05-05
AAPL,934,163.32,V,100.0,1,-2.82,164932.0,26972376.0,0,2022-05-05 13:41:24.048,0,0,1,2022-05-05
AAPL,6077,163.31,Q,100.0,2,-2.7,2144543.0,350947570.0,0,2022-05-05 13:41:24.076,0,0,1,2022-05-05
AAPL,2324,163.32,K,200.0,1,-2.64,483318.0,79123690.0,0,2022-05-05 13:41:24.050,0,0,1,2022-05-05
AAPL,2878,163.32,Z,100.0,1,-2.71,492134.0,80498513.0,0,2022-05-05 13:41:24.054,0,0,1,2022-05-05
AAPL,1366,163.31,U,100.0,2,-2.79,182659.0,29854872.0,0,2022-05-05 13:41:24.076,0,0,1,2022-05-05
AAPL,75,163.29,Y,100.0,1,-2.85,19773.0,3235097.9,0,2022-05-05 13:40:52.659,0,0,1,2022-05-05
AAPL,431,163.32,N,100.0,1,-2.62,62622.0,10232613.5,0,2022-05-05 13:41:24.050,0,0,1,2022-05-05
AAPL,3316,163.31,P,100.0,2,-2.82,721327.0,118175331.0,0,2022-05-05 13:41:24.075,0,0,1,2022-05-05
AAPL,5534,163.3,D,700.0,1,-2.83,2541957.0,416185120.0,0,2022-05-05 13:41:24.507,0,0,1,2022-05-05
AAPL,97420,163.3,D,700.0,1,-2.71,7078721.0,1158614380.0,0,2022-05-05 13:41:24.507,0,0,0,2022-05-05
AAPL,6086,163.31,Q,100.0,1,-2.7,2145724.0,351140430.0,0,2022-05-05 13:41:24.370,0,0,1,2022-05-05
AAPL,1367,163.3,U,100.0,2,-2.8,182933.0,29899618.0,0,2022-05-05 13:41:24.223,0,0,1,2022-05-05
AAPL,1248,163.3,J,100.0,2,-2.84,168498.0,27546615.0,0,2022-05-05 13:41:24.357,0,0,1,2022-05-05
AAPL,114,163.23,X,100.0,1,-2.85,22467.0,3673265.2,0,2022-05-05 13:41:21.406,0,0,1,2022-05-05
AAPL,3327,163.29,P,100.0,2,-2.84,722427.0,118354960.0,0,2022-05-05 13:41:24.344,0,0,1,2022-05-05
AAPL,2327,163.31,K,100.0,1,-2.65,483736.0,79191952.0,0,2022-05-05 13:41:24.370,0,0,1,2022-05-05
AAPL,2879,163.3,Z,100.0,2,-2.73,492334.0,80531173.0,0,2022-05-05 13:41:24.224,0,0,1,2022-05-05
AAPL,934,163.32,V,100.0,1,-2.82,164936.0,26973029.0,0,2022-05-05 13:41:24.048,0,0,1,2022-05-05
AAPL,5535,163.29,D,1600.0,2,-2.84,2543582.0,416450470.0,0,2022-05-05 13:41:24.608,0,0,1,2022-05-05
AAPL,97423,163.29,D,1600.0,2,-2.72,7080346.0,1158879730.0,0,2022-05-05 13:41:24.608,0,0,0,2022-05-05
AAPL,1249,163.29,J,100.0,2,-2.85,168598.0,27562944.0,0,2022-05-05 13:41:24.706,0,0,1,2022-05-05
AAPL,97426,163.29,J,100.0,2,-2.72,7080447.0,1158896220.0,0,2022-05-05 13:41:24.706,0,0,0,2022-05-05
AAPL,5535,163.29,D,1600.0,2,-2.84,2543583.0,416450630.0,0,2022-05-05 13:41:24.608,0,0,1,2022-05-05
AAPL,3333,163.3,P,100.0,1,-2.83,723127.0,118469266.0,0,2022-05-05 13:41:25.373,0,0,1,2022-05-05
AAPL,97476,163.28,Q,100.0,2,-2.73,7083673.0,1159423000.0,0,2022-05-05 13:41:25.552,0,0,0,2022-05-05
AAPL,6089,163.28,Q,100.0,2,-2.73,2146124.0,351205740.0,0,2022-05-05 13:41:25.552,0,0,1,2022-05-05
AAPL,5539,163.29,D,100.0,1,-2.84,2544909.0,416667150.0,0,2022-05-05 13:41:25.254,0,0,1,2022-05-05
AAPL,2880,163.29,Z,100.0,2,-2.74,492434.0,80547502.0,0,2022-05-05 13:41:25.189,0,0,1,2022-05-05
AAPL,1370,163.29,U,100.0,2,-2.81,183233.0,29948605.0,0,2022-05-05 13:41:25.198,0,0,1,2022-05-05
AAPL,1250,163.29,J,100.0,2,-2.85,168698.0,27579273.0,0,2022-05-05 13:41:25.198,0,0,1,2022-05-05
AAPL,432,163.3,N,200.0,2,-2.64,62822.0,10265273.5,0,2022-05-05 13:41:25.374,0,0,1,2022-05-05
AAPL,2328,163.3,K,100.0,2,-2.66,483836.0,79208282.0,0,2022-05-05 13:41:25.374,0,0,1,2022-05-05
AAPL,6095,163.21,Q,100.0,2,-2.8,2147008.0,351350030.0,0,2022-05-05 13:41:25.898,0,0,1,2022-05-05
AAPL,97548,163.2101,D,300.0,2,-2.8098,7087218.0,1160001630.0,0,2022-05-05 13:41:26.086,0,0,0,2022-05-05
AAPL,1371,163.25,U,100.0,2,-2.85,183433.0,29981257.0,0,2022-05-05 13:41:25.651,0,0,1,2022-05-05
AAPL,2881,163.22,Z,100.0,2,-2.81,492618.0,80577539.0,0,2022-05-05 13:41:26.044,0,0,1,2022-05-05
AAPL,433,163.27,N,100.0,2,-2.67,62922.0,10281600.5,0,2022-05-05 13:41:25.632,0,0,1,2022-05-05
AAPL,3336,163.21,P,100.0,2,-2.92,723628.0,118551045.0,0,2022-05-05 13:41:25.792,0,0,1,2022-05-05
AAPL,2329,163.22,K,100.0,2,-2.74,483993.0,79233908.0,0,2022-05-05 13:41:25.786,0,0,1,2022-05-05
AAPL,5542,163.2244,D,100.0,1,-2.9155,2545428.0,416751860.0,0,2022-05-05 13:41:26.095,0,0,1,2022-05-05
AAPL,407,163.21,H,163.0,2,-2.73,53128.0,8673725.4,0,2022-05-05 13:41:25.793,0,0,1,2022-05-05
AAPL,97550,163.2244,D,100.0,1,-2.7955,7087318.0,1160017960.0,0,2022-05-05 13:41:26.095,0,0,0,2022-05-05
AAPL,5546,163.24,D,100.0,2,-2.89,2546331.0,416899280.0,0,2022-05-05 13:41:26.493,0,0,1,2022-05-05
AAPL,97575,163.24,Q,100.0,2,-2.77,7088916.0,1160278820.0,0,2022-05-05 13:41:26.497,0,0,0,2022-05-05
AAPL,2884,163.24,Z,100.0,1,-2.79,492918.0,80626510.0,0,2022-05-05 13:41:26.492,0,0,1,2022-05-05
AAPL,3338,163.24,P,100.0,1,-2.89,723828.0,118583693.0,0,2022-05-05 13:41:26.260,0,0,1,2022-05-05
AAPL,6096,163.24,Q,100.0,1,-2.77,2147203.0,351381870.0,0,2022-05-05 13:41:26.497,0,0,1,2022-05-05
AAPL,5547,163.24,D,800.0,2,-2.89,2547131.0,417029870.0,0,2022-05-05 13:41:26.627,0,0,1,2022-05-05
AAPL,97589,163.22,Q,100.0,2,-2.79,7090217.0,1160491190.0,0,2022-05-05 13:41:26.983,0,0,0,2022-05-05
AAPL,3338,163.24,P,100.0,1,-2.89,723849.0,118587121.0,0,2022-05-05 13:41:26.260,0,0,1,2022-05-05
AAPL,2887,163.22,Z,100.0,2,-2.81,493230.0,80677437.0,0,2022-05-05 13:41:26.935,0,0,1,2022-05-05
AAPL,1371,163.25,U,100.0,2,-2.85,183501.0,29992356.0,0,2022-05-05 13:41:25.651,0,0,1,2022-05-05
AAPL,6097,163.22,Q,100.0,2,-2.79,2147303.0,351398190.0,0,2022-05-05 13:41:26.983,0,0,1,2022-05-05
AAPL,5553,163.2069,D,100.0,2,-2.933,2549262.0,417377700.0,0,2022-05-05 13:41:27.524,0,0,1,2022-05-05
AAPL,97625,163.21,H,100.0,1,-2.8,7092887.0,1160926990.0,0,2022-05-05 13:41:27.591,0,0,0,2022-05-05
AAPL,2887,163.22,Z,100.0,2,-2.81,493243.0,80679558.0,0,2022-05-05 13:41:26.935,0,0,1,2022-05-05
AAPL,6099,163.21,Q,100.0,2,-2.8,2147529.0,351435070.0,0,2022-05-05 13:41:27.269,0,0,1,2022-05-05
AAPL,410,163.21,H,100.0,1,-2.73,53428.0,8722685.4,0,2022-05-05 13:41:27.591,0,0,1,2022-05-05
